"CPC21code","CPC21title"
"36980","Electrical insulating fittings of plastics"
"3699","Articles of plastics n.e.c."
"36990","Articles of plastics n.e.c."
"37","Glass and glass products and other non-metallic products n.e.c."
"371","Glass and glass products"
"3711","Unworked glass, flat glass and pressed or moulded glass for construction; glass mirrors"
"37111","Glass in the mass, in balls (except microspheres), rods or tubes, unworked; waste and scrap of glass"
"37112","Unworked cast, rolled, drawn or blown glass, in sheets"
"37113","Float glass and surface ground or polished glass, in sheets"
"37114","Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed, etc."
"37115","Safety glass"
"37116","Glass mirrors; multiple walled insulating units of glass"
"37117","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms"
"3712","Glass fibres and articles thereof, except woven fabrics"
"37121","Slivers, rovings, yarn and chopped strands, of glass"
"37129","Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics"
"3719","Other glass articles"
"37191","Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, except ampoules; stoppers, lids and other closures, of glass"
"37192","Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like"
"37193","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (except bottles, jars and the like, of glass, and ornaments of lamp-worked glass)"
"37194","Clock or watch glasses and similar glasses; glasses for spectacles, not optically worked; hollow glass spheres and their segments for the manufacture of such glasses"
"37195","Laboratory, hygienic or pharmaceutical glassware; ampoules of glass"
"37196","Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of glass"
"37197","Electrical insulators of glass"
"37199","Articles of glass n.e.c. (including glass inners for vacuum flasks, signalling glassware, glass cubes for mosaics, glass beads, glass microspheres and ornaments of lamp-worked glass)"
"372","Non-structural ceramic ware"
"3721","Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures"
"37210","Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures"
"3722","Ceramic household and ornamental articles"
"37221","Ceramic tableware, kitchenware, other household articles and toilet articles"
"37222","Statuettes and other ornamental ceramic articles"
"3729","Other non-structural ceramic wares"
"37291","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods"
"37292","Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics"
"37299","Other non-structural ceramic articles n.e.c."
"373","Refractory products and structural non-refractory clay products"
"3731","Bricks, blocks, tiles and other ceramic goods of siliceous earths"
"37310","Bricks, blocks, tiles and other ceramic goods of siliceous earths"
"3732","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths"
"37320","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths"
"3733","Refractory cements, mortars, concretes and similar compositions n.e.c."
"37330","Refractory cements, mortars, concretes and similar compositions n.e.c."
"3734","Unfired refractory products; other refractory ceramic goods"
"37340","Unfired refractory products; other refractory ceramic goods"
"3735","Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods"
"37350","Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods"
"3736","Non-refractory ceramic pipes, conduits, guttering and pipe fittings"
"37360","Non-refractory ceramic pipes, conduits, guttering and pipe fittings"
"3737","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like"
"37370","Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like"
"374","Plaster, lime and cement"
"3741","Plasters"
"37410","Plasters"
"3742","Quicklime, slaked lime and hydraulic lime"
"37420","Quicklime, slaked lime and hydraulic lime"
"3743","Cement clinkers"
"37430","Cement clinkers"
"3744","Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers"
"37440","Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers"
"3745","Calcinated or agglomerated dolomite"
"37450","Calcinated or agglomerated dolomite"
"375","Articles of concrete, cement and plaster"
"3751","Non-refractory mortars and concretes"
"37510","Non-refractory mortars and concretes"
"3752","Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral binders"
"37520","Boards, blocks and similar articles of vegetable fibre, straw or wood waste agglomerated with mineral binders"
"3753","Articles of plaster or of compositions based on plaster"
"37530","Articles of plaster or of compositions based on plaster"
"3754","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone"
"37540","Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone"
"3755","Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone"
"37550","Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone"
"3756","Other articles of cement, concrete or artificial stone"
"37560","Other articles of cement, concrete or artificial stone"
"3757","Articles of asbestos-cement, cellulose fibre-cement or the like"
"37570","Articles of asbestos-cement, cellulose fibre-cement or the like"
"376","Monumental or building stone and articles thereof"
"3761","Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster"
"37610","Marble, travertine and alabaster, worked, and articles thereof (except setts, curbstones, flagstones, tiles, cubes and similar articles); artificially coloured granules, chippings and powder of marble, travertine and alabaster"
"3769","Other worked monumental or building stone and articles thereof; other artificially coloured granules, chippings and powder of natural stone; articles of agglomerated slate"
"37690","Other worked monumental or building stone and articles thereof; other artificially coloured granules, chippings and powder of natural stone; articles of agglomerated slate"
"379","Other non-metallic mineral products n.e.c."
"3791","Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics; natural or artificial abrasive powder or grain, on a base of textile, paper or other material"
"37910","Millstones, grindstones, grinding wheels and the like, without frameworks, for working stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics; natural or artificial abrasive powder or grain, on a base of textile, paper or other material"
"3792","Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos"
"37920","Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures, or of asbestos"
"3793","Articles of asphalt or of similar material"
"37930","Articles of asphalt or of similar material"
"3794","Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder"
"37940","Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related substances as a binder"
"3795","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures"
"37950","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of semi-manufactures"
"3796","Artificial corundum"
"37960","Artificial corundum"
"3799","Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, articles of mica, non-electrical articles of graphite or other carbon and articles of peat)"
