name,reference product,ISIC rev.4 ecoinvent,CPC,EcoSpold01Categories,temporal_tag,tag_confidence,tag_notes,lifetime,age distribution type,loc,scale,minimum,maximum,param_confidence,param_notes
"spinach production, conventional, plain region",spinach,"0113:Growing of vegetables and melons, roots and tubers",01215: Spinach,,throughput_process,0.9,"primary agricultural crop production, no asset lifetime",1,,,,,,,
"spinach production, organic, plain region","spinach, organic","0113:Growing of vegetables and melons, roots and tubers",01215: Spinach,,throughput_process,0.9,"primary agricultural crop production, no asset lifetime",1,,,,,,,
spinach production,spinach,"0113:Growing of vegetables and melons, roots and tubers",01215: Spinach,,throughput_process,0.9,"primary agricultural crop production, no asset lifetime",1,,,,,,,
melon production,melon,"0113:Growing of vegetables and melons, roots and tubers",01229: Cantaloupes and other melons,,throughput_process,0.9,"primary agricultural crop production, no asset lifetime",1,,,,,,,
chilli production,chilli,"0128:Growing of spices, aromatic, drug and pharmaceutical crops","01231: Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",,throughput_process,0.9,spice/chilli agricultural production process,1,,,,,,,
"bell pepper production, in heated greenhouse",bell pepper,"0128:Growing of spices, aromatic, drug and pharmaceutical crops","01231: Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",,biomass_growth,0.9,greenhouse bell pepper production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"bell pepper production, open field",bell pepper,"0128:Growing of spices, aromatic, drug and pharmaceutical crops","01231: Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",,biomass_growth,0.9,open-field bell pepper production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"cucumber production, in heated greenhouse",cucumber,"0113:Growing of vegetables and melons, roots and tubers",01232: Cucumbers and gherkins,,biomass_growth,0.9,greenhouse cucumber production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"aubergine production, open field",aubergine,"0113:Growing of vegetables and melons, roots and tubers",01233: Eggplants (aubergines),,throughput_process,0.9,open-field aubergine production process,1,,,,,,,
"aubergine production, in heated greenhouse",aubergine,"0113:Growing of vegetables and melons, roots and tubers",01233: Eggplants (aubergines),,throughput_process,0.9,greenhouse aubergine production process,1,,,,,,,
"tomato production, fresh grade, in unheated greenhouse","tomato, fresh grade","0113:Growing of vegetables and melons, roots and tubers",01234: Tomatoes,,biomass_growth,0.9,greenhouse tomato production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"tomato production, fresh grade, open field","tomato, fresh grade","0113:Growing of vegetables and melons, roots and tubers",01234: Tomatoes,,biomass_growth,0.9,open-field tomato production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"tomato production, fresh grade, in heated greenhouse","tomato, fresh grade","0113:Growing of vegetables and melons, roots and tubers",01234: Tomatoes,,biomass_growth,0.9,heated greenhouse tomato production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"tomato production, processing grade, open field","tomato, processing grade","0113:Growing of vegetables and melons, roots and tubers",01234: Tomatoes,,biomass_growth,0.9,processing-grade tomato agricultural production | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"zucchini production, organic, plain region","zucchini, organic","0113:Growing of vegetables and melons, roots and tubers","01235: Pumpkins, squash and gourds",,throughput_process,0.9,organic zucchini agricultural production process,1,,,,,,,
zucchini production,zucchini,"0113:Growing of vegetables and melons, roots and tubers","01235: Pumpkins, squash and gourds",,throughput_process,0.9,zucchini agricultural production process,1,,,,,,,
"zucchini production, conventional, plain region",zucchini,"0113:Growing of vegetables and melons, roots and tubers","01235: Pumpkins, squash and gourds",,throughput_process,0.9,conventional zucchini agricultural production process,1,,,,,,,
protein pea production,protein pea,"0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,agricultural production/plant production,biomass_growth,0.9,protein pea agricultural production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea, feed production, organic, plain region","protein pea, feed, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Crop production process per kg - steady-state agricultural process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea, feed production, conventional, mountain region","protein pea, feed","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Conventional feed pea production = production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"pea production, organic, plain region","pea, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Organic pea growing - agricultural production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea production, organic","protein pea, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Protein pea production - crop production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea, feed production, conventional, plain region","protein pea, feed","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Conventional feed pea production - production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
protein pea production,protein pea,"0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Protein pea production - agricultural throughput process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"pea production, organic, mountain region","pea, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Organic mountain pea production - crop production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea, feed production, conventional, hill region","protein pea, feed","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Conventional hill-region feed pea production - production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea, feed production, organic, hill region","protein pea, feed, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Organic hill-region feed pea production - agricultural process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"pea production, conventional, mountain region",pea,"0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Conventional mountain pea production - crop production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea production, Swiss integrated production, intensive","protein pea, Swiss integrated production","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Swiss integrated intensive protein pea production - production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"pea production, conventional, plain region",pea,"0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Conventional plain-region pea production - agricultural process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"protein pea, feed production, organic, mountain region","protein pea, feed, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Organic mountain feed pea production - crop production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"pea production, organic, hill region","pea, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Organic hill-region pea production - production process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
"pea production, conventional, hill region",pea,"0111:Growing of cereals (except rice), leguminous crops and oil seeds",0124: Green leguminous vegetables,,biomass_growth,0.9,Conventional hill-region pea production - agricultural process | auto_tag_biomass_growth_from_co2_list,1,4,,,-1,0,0.2,biomass_growth_default_annual crops_from_co2_list
pinto bean production,pinto bean,"0111:Growing of cereals (except rice), leguminous crops and oil seeds","01243: Broad beans and horse beans, green",,throughput_process,0.9,Pinto bean production - crop production process,1,,,,,,,
navy bean production,navy bean,"0111:Growing of cereals (except rice), leguminous crops and oil seeds","01243: Broad beans and horse beans, green",,throughput_process,0.9,Navy bean production - agricultural production process,1,,,,,,,
"field bean, feed production, organic, plain region","field bean, feed, organic","0111:Growing of cereals (except rice), leguminous crops and oil seeds","01243: Broad beans and horse beans, green",,throughput_process,0.9,Field bean feed organic production - crop production process,1,,,,,,,
"navy bean seed production, for sowing","navy bean seed, for sowing",0164:Seed processing for propagation,"01243: Broad beans and horse beans, green",,throughput_process,0.9,Navy bean seed production for sowing - seed production process,1,,,,,,,
"pinto bean seed production, for sowing","pinto bean seed, for sowing",0164:Seed processing for propagation,"01243: Broad beans and horse beans, green",,throughput_process,0.9,Pinto bean seed production for sowing - seed processing throughput,1,,,,,,,
